country_scope,flow_case,tab,section,fieldname,label,fieldtype,options,depends_on,reqd,read_only,in_list_view,implementation_status,notes
AU,AU Default,GS Approved,GS Approved,student_policy_received,Have You Received Policy,Check,,eval:doc.oshc_required && doc.oshc_arranged_by_type == 'Student',0,0,0,LIVE,
AU,AU Default,GS Approved,GS Approved,student_oshc_company_name,OSHC Company Name,Text,,eval:doc.oshc_required && doc.oshc_arranged_by_type == 'Student' && doc.student_policy_received,0,0,0,LIVE,
AU,AU Default,GS Approved,GS Approved,student_oshc_policy_no,Policy No,Text,,eval:doc.oshc_required && doc.oshc_arranged_by_type == 'Student' && doc.student_policy_received,0,0,0,LIVE,
AU,AU Default,GS Approved,GS Approved,student_oshc_amount,Amount,Text,,eval:doc.oshc_required && doc.oshc_arranged_by_type == 'Student' && doc.student_policy_received,0,0,0,LIVE,
AU,AU Default,GS Approved,GS Approved,student_oshc_upload,Upload OSHC,Attach,,eval:doc.oshc_required && doc.oshc_arranged_by_type == 'Student' && doc.student_policy_received,0,0,0,LIVE,
AU,AU Default,GS Approved,GS Approved,student_policy_not_received_status,Status,Text,,eval:doc.oshc_required && doc.oshc_arranged_by_type == 'Student' && !doc.student_policy_received,0,1,0,LIVE,
AU,AU Default,GS Approved,GS Approved,acceptance_submitted,Acceptance Submitted,Check,,,0,0,0,LIVE,
AU,AU Default,GS Approved,GS Approved,acceptance_submitted_status,Status,Text,,eval:doc.acceptance_submitted,0,1,0,LIVE,
AU,AU Default,GS Approved,GS Approved,acceptance_not_submitted_status,Status,Text,,eval:!doc.acceptance_submitted,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_before_coe_available,Before COE (This stage available),Check,,,0,0,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_not_available_status,Status,Text,,eval:!doc.acceptance_before_coe_available,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_interview_deadline,Interview Deadline,Date,,eval:doc.acceptance_before_coe_available,0,0,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_student_prepare,Student Prepare,Check,,eval:doc.acceptance_before_coe_available,0,0,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_student_prepare_yes_status,Status,Text,,eval:doc.acceptance_before_coe_available && doc.acceptance_student_prepare,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_student_prepare_no_status,Status,Text,,eval:doc.acceptance_before_coe_available && !doc.acceptance_student_prepare,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_schedule_interview,Schedule Interview,Check,,eval:doc.acceptance_before_coe_available,0,0,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_schedule_interview_yes_status,Status,Text,,eval:doc.acceptance_before_coe_available && doc.acceptance_schedule_interview,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_schedule_interview_no_status,Status,Text,,eval:doc.acceptance_before_coe_available && !doc.acceptance_schedule_interview,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_any_requirement,Is There Any Requirement,Check,,,0,0,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_no_requirement_status,Status,Text,,eval:!doc.acceptance_any_requirement,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_requirement_details,Requirement Details,Text,,eval:doc.acceptance_any_requirement,0,0,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_requirements_completed,Requirements Completed,Check,,eval:doc.acceptance_any_requirement,0,0,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_requirements_completed_yes_status,Status,Text,,eval:doc.acceptance_any_requirement && doc.acceptance_requirements_completed,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_requirements_completed_no_status,Status,Text,,eval:doc.acceptance_any_requirement && !doc.acceptance_requirements_completed,0,1,0,LIVE,
AU,AU Default,Acceptance,Before COE,acceptance_requirement_upload,Upload Supporting Documents,Attach,,eval:doc.acceptance_any_requirement && doc.acceptance_requirements_completed,0,0,0,LIVE,
AU,AU Default,COE,COE,coe_uploaded,COE Uploaded,Attach,,,0,0,0,LIVE,
AU,AU Default,COE,COE,intake_date,Intake Date,Date,,,0,0,0,LIVE,
AU,AU Default,COE,COE,medical_arranged_by,Medical Arranged By,Select, | Our Side | Agent | Student,,0,0,0,LIVE,
AU,AU Default,COE,COE,our_side_medical_scheduled,Medical Scheduled,Check,,eval:doc.medical_arranged_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,COE,COE,our_side_medical_scheduled_yes_status,Status,Text,,eval:doc.medical_arranged_by == 'Our Side' && doc.our_side_medical_scheduled,0,1,0,LIVE,
AU,AU Default,COE,COE,our_side_medical_scheduled_no_status,Status,Text,,eval:doc.medical_arranged_by == 'Our Side' && !doc.our_side_medical_scheduled,0,1,0,LIVE,
AU,AU Default,COE,COE,agent_medical_upload,Medical Upload,Attach,,eval:doc.medical_arranged_by == 'Agent',0,0,0,LIVE,
AU,AU Default,COE,COE,student_medical_upload,Medical Upload,Attach,,eval:doc.medical_arranged_by == 'Student',0,0,0,LIVE,
AU,AU Default,COE,COE,form_956a_filled,956A Form Filled,Check,,,0,0,0,LIVE,
AU,AU Default,COE,COE,form_956a_filled_yes_status,Status,Text,,eval:doc.form_956a_filled,0,1,0,LIVE,
AU,AU Default,COE,COE,form_956a_filled_no_status,Status,Text,,eval:!doc.form_956a_filled,0,1,0,LIVE,
AU,AU Default,COE,COE,form_956a_upload,956A Form Upload,Attach,,eval:doc.form_956a_filled,0,0,0,LIVE,
AU,AU Default,COE,COE,visa_sop_upload,Visa SOP Upload,Attach,,,0,0,0,LIVE,
AU,AU Default,COE,COE,original_funds_upload,Original Funds Upload,Attach,,,0,0,0,LIVE,
AU,AU Default,COE,COE,financial_matrix_upload,Financial Matrix Upload,Attach,,,0,0,0,LIVE,
AU,AU Default,COE,COE,file_lodged_by,File Lodged By,Select, | Our Side | Agent | Student | Vendor,,0,0,0,LIVE,
AU,AU Default,COE,COE,our_side_login_id,Login ID,Text,,eval:doc.file_lodged_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,COE,COE,our_side_login_password,Password,Text,,eval:doc.file_lodged_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,COE,COE,visa_application_checked_by,Visa Application Checked By,Select, | Agent | Student,eval:doc.file_lodged_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,COE,COE,visa_application_upload,Upload Visa Application,Attach,,eval:doc.file_lodged_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,COE,COE,file_lodged_status,Visa File Lodged,Check,,eval:doc.file_lodged_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,COE,COE,our_side_file_lodged_yes_status,Status,Text,,eval:doc.file_lodged_by == 'Our Side' && doc.file_lodged_status,0,1,0,LIVE,
AU,AU Default,COE,COE,our_side_file_lodged_no_status,Status,Text,,eval:doc.file_lodged_by == 'Our Side' && !doc.file_lodged_status,0,1,0,LIVE,
AU,AU Default,COE,COE,agent_file_lodged_status,Visa File Lodged,Check,,eval:doc.file_lodged_by == 'Agent',0,0,0,LIVE,
AU,AU Default,COE,COE,agent_file_lodged_yes_status,Status,Text,,eval:doc.file_lodged_by == 'Agent' && doc.agent_file_lodged_status,0,1,0,LIVE,
AU,AU Default,COE,COE,agent_file_lodged_no_status,Status,Text,,eval:doc.file_lodged_by == 'Agent' && !doc.agent_file_lodged_status,0,1,0,LIVE,
AU,AU Default,COE,COE,student_file_lodged_status,Visa File Lodged,Check,,eval:doc.file_lodged_by == 'Student',0,0,0,LIVE,
AU,AU Default,COE,COE,student_file_lodged_yes_status,Status,Text,,eval:doc.file_lodged_by == 'Student' && doc.student_file_lodged_status,0,1,0,LIVE,
AU,AU Default,COE,COE,student_file_lodged_no_status,Status,Text,,eval:doc.file_lodged_by == 'Student' && !doc.student_file_lodged_status,0,1,0,LIVE,
AU,AU Default,COE,COE,vendor_file_lodged_status,Visa File Lodged,Check,,eval:doc.file_lodged_by == 'Vendor',0,0,0,LIVE,
AU,AU Default,COE,COE,vendor_file_lodged_yes_status,Status,Text,,eval:doc.file_lodged_by == 'Vendor' && doc.vendor_file_lodged_status,0,1,0,LIVE,
AU,AU Default,COE,COE,vendor_file_lodged_no_status,Status,Text,,eval:doc.file_lodged_by == 'Vendor' && !doc.vendor_file_lodged_status,0,1,0,LIVE,
AU,AU Default,File Lodged,File Lodged,trn_number,TRN Number,Text,,,0,0,0,LIVE,
AU,AU Default,File Lodged,File Lodged,immi_acknowledgement_upload,IMMI Acknowledgement Upload,Attach,,,0,0,0,LIVE,
AU,AU Default,File Lodged,File Lodged,hap_id_upload,HAP ID Upload,Attach,,,0,0,0,LIVE,
AU,AU Default,File Lodged,File Lodged,visa_decision,Decision,Select, | Visa Approved | Visa Refused,,0,0,0,LIVE,
AU,AU Default,File Lodged,File Lodged,visa_status,Visa Status,Select,File Lodged | Visa Approved | Visa Refused,,0,1,0,LIVE,
AU,AU Default,File Lodged,File Lodged,visa_approved_status,Status,Text,,eval:doc.visa_decision == 'Visa Approved',0,1,0,LIVE,
AU,AU Default,File Lodged,File Lodged,visa_approved_notification_status,Notification,Text,,eval:doc.visa_decision == 'Visa Approved',0,1,0,LIVE,
AU,AU Default,File Lodged,File Lodged,visa_refused_status,Status,Text,,eval:doc.visa_decision == 'Visa Refused',0,1,0,LIVE,
AU,AU Default,Visa,Visa,visa_copy_upload,Visa Copy Upload,Attach,,,0,0,0,LIVE,
AU,AU Default,Visa,Visa,spouse_visa_upload,With spouse – visa upload,Attach,,eval:doc.martial_status == 'Married' && doc.case_4_proceed_above_1_year == 'with Spouse',0,0,0,LIVE,
AU,AU Default,Visa,Visa,student_enrolled,Student Enrolled,Check,,,0,0,0,LIVE,
AU,AU Default,Visa,Visa,student_enrolled_yes_status,Status,Text,,eval:doc.student_enrolled,0,1,0,LIVE,
AU,AU Default,Visa,Visa,student_enrolled_no_status,Status,Text,,eval:!doc.student_enrolled,0,1,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,refused_letter_upload,Upload Refused Letter,Attach,,,0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,process_other_country,Want to Process in Any Other Country,Check,,,0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,no_process_comments,Comments,Text,,eval:!doc.process_other_country,0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,no_process_reason,Exact Reason,Text,,eval:!doc.process_other_country,0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,other_country_name,Country Name,Text,,eval:doc.process_other_country,0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,new_app_handling_team,Concern Handling Team,Text,,eval:doc.process_other_country,0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,new_app_handling_person,Person Name,Text,,eval:doc.process_other_country,0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,refund_processed_by,Refund Processed By,Select, | Our Side | Agent | Student,,0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,refund_form_filled_by,Refund Form Filled By,Select, | Student | Agent,eval:doc.refund_processed_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,refund_form_cross_checked,Refund Form Cross Checked,Check,,eval:doc.refund_processed_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,refund_form_upload,Upload Refund Form,Attach,,eval:doc.refund_processed_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,refund_declaration,Declaration,Text,,eval:doc.refund_processed_by == 'Our Side',0,1,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,employee_name,Employee Name,Text,,eval:doc.refund_processed_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,employee_position,Position,Text,,eval:doc.refund_processed_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,employee_code,Employee Code,Text,,eval:doc.refund_processed_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,Visa Refused,Visa Refused,oshc_refund_form_upload,OSHC Refund Form Upload,Attach,,eval:doc.refund_processed_by == 'Our Side',0,0,0,LIVE,
AU,AU Default,Enrolled,,enrollment_documents,Enrollment Documents,Table,Enrollment Document,,0,0,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,student_wants_college_change,Student Wants to Change College,Select, | No | Yes,,0,0,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,student_no_change_status,Status,Text,,eval:doc.student_wants_college_change == 'No',0,1,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,from_where_change,From Where Wants to Change,Select, | Others | Ganpati House of Achievers,eval:doc.student_wants_college_change == 'Yes',0,0,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,others_reason,Reason,Text,,eval:doc.student_wants_college_change == 'Yes' && doc.from_where_change == 'Others',0,0,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,convince_times,How Many Times Convinced,Int,,eval:doc.student_wants_college_change == 'Yes' && doc.from_where_change == 'Others',0,0,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,close_case,Close Case,Check,,eval:doc.student_wants_college_change == 'Yes' && doc.from_where_change == 'Others',0,0,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,close_case_status,Status,Text,,eval:doc.student_wants_college_change == 'Yes' && doc.from_where_change == 'Others' && doc.close_case,0,1,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,ganpati_new_app_status,Status,Text,,eval:doc.student_wants_college_change == 'Yes' && doc.from_where_change == 'Ganpati House of Achievers',0,1,0,LIVE,
AU,AU Default,On Shore College Change,On Shore College Change,oscg_status,OSCG Status,Select, | Processing | On Offer Letter | On COE | On Enrolled,eval:doc.student_wants_college_change == 'Yes' && doc.from_where_change == 'Ganpati House of Achievers',0,0,0,LIVE,
AU,AU Default,Refund Processing,Refund Processing,tuition_fee_refund_received,Tuition Fee - Refund Received,Check,,,0,0,0,LIVE,
AU,AU Default,Refund Processing,Refund Processing,tuition_fee_refund_yes,Status,Text,,eval:doc.tuition_fee_refund_received,0,1,0,LIVE,
AU,AU Default,Refund Processing,Refund Processing,tuition_fee_refund_no,Status,Text,,eval:!doc.tuition_fee_refund_received,0,1,0,LIVE,
AU,AU Default,Refund Processing,Refund Processing,oshc_refund_received,OSHC - Refund Received,Check,,,0,0,0,LIVE,
AU,AU Default,Refund Processing,Refund Processing,oshc_refund_invoice_upload,Upload Invoice,Attach,,eval:doc.oshc_refund_received,0,0,0,LIVE,
AU,AU Default,Refund Processing,Refund Processing,oshc_refund_no,Status,Text,,eval:!doc.oshc_refund_received,0,1,0,LIVE,
AU,AU Default,Refunded,Refunded,tuition_fee_issue,Tuition Fee - Is There Any Issue in Fee Refund,Check,,,0,0,0,LIVE,
AU,AU Default,Refunded,Refunded,tuition_fee_issue_details,Issue Details,Text,,eval:doc.tuition_fee_issue,0,0,0,LIVE,
AU,AU Default,Refunded,Refunded,tuition_fee_issue_resolved,Refund Issue Resolved,Check,,eval:doc.tuition_fee_issue,0,0,0,LIVE,
AU,AU Default,Refunded,Refunded,oshc_refund_received_issue_resolved,OSHC - Refund Received,Check,,eval:doc.tuition_fee_issue && doc.tuition_fee_issue_resolved,0,0,0,LIVE,
AU,AU Default,Refunded,Refunded,oshc_no_reminder_issue_resolved,Status,Text,,eval:doc.tuition_fee_issue && doc.tuition_fee_issue_resolved && !doc.oshc_refund_received_issue_resolved,0,1,0,LIVE,
AU,AU Default,Refunded,Refunded,close_case_upload_issue_resolved,Upload Tuition Fee Refund Invoice,Attach,,eval:doc.tuition_fee_issue && doc.tuition_fee_issue_resolved && doc.oshc_refund_received_issue_resolved,0,0,0,LIVE,
AU,AU Default,Refunded,Refunded,issue_not_resolved_reminder,Status,Text,,eval:doc.tuition_fee_issue && !doc.tuition_fee_issue_resolved,0,1,0,LIVE,
AU,AU Default,Refunded,Refunded,oshc_refund_no_issue,OSHC - Refund Received,Check,,eval:!doc.tuition_fee_issue,0,0,0,LIVE,
AU,AU Default,Refunded,Refunded,oshc_no_reminder_no_issue,Status,Text,,eval:!doc.tuition_fee_issue && !doc.oshc_refund_no_issue,0,1,0,LIVE,
AU,AU Default,Refunded,Refunded,close_case_upload_no_issue,Upload Tuition Fee Refund Invoice,Attach,,eval:!doc.tuition_fee_issue && doc.oshc_refund_no_issue,0,0,0,LIVE,
SHARED,ALL,Closed,,application_closed,Application Closed,Check,,,0,0,0,LIVE,
AU,AU Default,Closed,,shop_act_additional_document,Additional Current A/C Statement/GST Cert Required,Attach,,eval:doc.occupation_documents_needed && doc.sponsor_occupation == 'Business' && doc.business_proof == 'Shop Act' && (doc.shop_act_registration_duration == 'Below 1 Year' || doc.shop_act_registration_duration == 'Below 2 Years'),1,0,0,LIVE,
AU,AU Default,Closed,,shop_act_uploaded,Shop Act Uploaded,Check,,eval:doc.occupation_documents_needed && doc.sponsor_occupation == 'Business' && doc.business_proof == 'Shop Act',0,0,0,LIVE,
